terms;values
немедленно;0,954243
немедленный;1,204120
немелодичный;2
немец;1,301030
немецкий;0,477121
немецко;2
немецкоязычный;1,698970
немилость;2
неминуемый;2
немитц;2
немногие;1,146128
немногий;1,079181
немногочисленный;1,698970
немович;2
немой;2
немоляев;2
немотивированный;2
немощь;2
немцов;2
немыслимо;2
ненависть;1,518514
ненадежный;2
ненадлежащий;1,698970
ненадолго;1,518514
ненамеренно;2
ненароков;2
ненасыщенный;2
ненаучный;2
ненейтральность;2
ненейтральный;1,698970
ненецкий;2
неник;2
неновость;2
ненормально;2
ненормальный;1,698970
ненормативный;1,698970
неносовой;2
ненужность;2
ненужный;1,397940
нео;1,698970
необитаемый;1,397940
необоснованный;1,518514
необратимый;2
необследованный;2
необходимо;0,301030
необходимость;0,301030
необходимый;0,301030
необщеизвестно;2
необщепризнанный;2
необщепринятый;2
необъяснимый;1,698970
необыкновенно;2
необыкновенный;2
необычайно;1,518514
необычно;1,518514
необычный;0,903090
необязательно;2
необязательный;1,397940
неограниченно;2
неограниченный;1,518514
неоднозначно;1,518514
неоднозначность;0,903090
неоднозначный;0,903090
неоднократно;0,845098
неоднократный;1,146128
неожидаемый;2
неожиданно;1
неожиданность;2
неожиданный;1,041393
неозаглавленный;2
неоклассический;2
неолит;2
неологизм;1,698970
неопасный;2
неописанный;1,698970
неоплатонизм;2
неоплатоник;2
неоплатонический;2
неопознанный;2
неопра;0,301030
неоправданно;2
неопределенно;1,698970
неопределенность;1,518514
неопределенный;1,079181
неопубликованный;1,397940
неопытность;2
неопытный;1,698970
неорганизованный;2
неорганический;2
неординарный;1,698970
неореализм;2
неортодоксальность;2
неортодоксальный;2
неосознаваемый;2
неосознанный;1,698970
неоспариваемый;2
неоспоримый;1,698970
неосторожность;2
неосуществимый;2
неосуществленный;2
неотвратимый;2
неотделимый;1,397940
неотектоника;2
неотесанность;2
неотличимый;2
неотредактированный;2
неотропический;2
неотчуждаемый;2
неотъемлемый;1,301030
неофашистский;2
неофициальный;1,397940
неоценимый;2
неочевидный;1,518514
непал;1,518514
непарный;2
непатентованный;2
непередаваемый;1,698970
неписаный;2
неплохо;2
неплохой;1,698970
неповинный;2
неповиноваться;2
неповиновение;2
непогода;1,518514
неподалеку;1,518514
неподвижный;1,518514
неподкупность;1,698970
неподкупный;2
неподобающий;2
неподтвержденный;1,518514
неподходящий;1,518514
неподчиняться;2
непоколебимый;2
непокоренный;2
неполадка;1,698970
неполитический;2
неполнота;1,698970
неполноценность;2
неполноценный;1,698970
неполный;1,041393
неполовозрелый;1,698970
непонимание;1,698970
непонятно;2
непонятный;1,146128
непоследовательность;2
непосредственно;0,477121
непосредственный;0,602060
непостижимость;2
непостижимый;2
непостоянный;1,397940
непостоянство;1,698970
неправдоподобный;2
неправильно;1
